Country,CustomerName,DealCategory,Order Year,Products,SalesCategory,OrderDate,Sales (bin),Ordernumber,Sales,Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Customer,CustomerGroup,CustomerName (copy),Date,DealSize,Month,Month ,Msrp,Order Quarter,Orderlinenumber,OrderQuantity,Phone,Postalcode,Productcode,Quarter,Quarter (Sheet11),State,Status,Territory,UnitPrice,Year,Year (Sheet11),ZeroIfNull-OrderQuantity
,,,,,,,,,,,,,,,,0,,8/11/2003,,,8,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,8/18/2003,,,8,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,8/31/2003,,,8,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,8/28/2003,,,8,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,8/29/2003,,,8,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/23/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/24/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/22/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/15/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/7/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/13/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/6/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/27/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/17/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/16/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/29/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/8/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/14/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/4/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/10/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/2/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/18/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/9/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/1/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/26/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/20/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
,,,,,,,,,,,,,,,,0,,9/30/2003,,,9,,,,,,,,,Q3,,,,,,2003,0
France,Alpha Cognac,Large,2003,Classic Cars,Classic Cars,7/4/2003,$0.01M,10136,$0.01M,1 rue Alsace-Lorraine,,Toulouse,Annette,Roulet,Alpha Cognac,1,Alpha Cognac,7/4/2003,Large,July,7,169,Q3,3,41,61.77.6555,31000,S18_3232,3,Q3,,Shipped,EMEA,100,2003,2003,41
Australia,"Australian Gift Network, Co",Medium,2003,Classic Cars,Classic Cars,9/25/2003,$0.00M,10152,$0.00M,31 Duncan St. West End,,South Brisbane,Tony,Calaghan,"Australian Gift Network, Co",1,"Australian Gift Network, Co",9/25/2003,Medium,September,9,143,Q3,1,35,61-7-3844-6555,4101,S18_4027,3,Q3,Queensland,Shipped,APAC,100,2003,2003,35
Australia,"Anna's Decorations, Ltd",Medium,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Medium,September,9,117,Q3,3,34,02 9936 8555,2060,S24_2887,3,Q3,NSW,Shipped,APAC,100,2003,2003,34
Australia,"Anna's Decorations, Ltd",Medium,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Medium,September,9,107,Q3,7,27,02 9936 8555,2060,S24_3432,3,Q3,NSW,Shipped,APAC,100,2003,2003,27
Australia,"Anna's Decorations, Ltd",Medium,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Medium,September,9,141,Q3,11,28,02 9936 8555,2060,S18_3685,3,Q3,NSW,Shipped,APAC,100,2003,2003,28
Australia,"Anna's Decorations, Ltd",Medium,2003,Classic Cars,Classic Cars,9/11/2003,$0.01M,10148,$0.01M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Medium,September,9,169,Q3,14,32,02 9936 8555,2060,S18_3232,3,Q3,NSW,Shipped,APAC,100,2003,2003,32
Australia,"Anna's Decorations, Ltd",Medium,2003,Vintage Cars,Vintage Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Medium,September,9,92,Q3,1,34,02 9936 8555,2060,S18_4409,3,Q3,NSW,Shipped,APAC,100,2003,2003,34
Australia,Souveniers And Things Co.,Medium,2003,Vintage Cars,Vintage Cars,7/16/2003,$0.00M,10139,$0.00M,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Souveniers And Things Co.,1,Souveniers And Things Co.,7/16/2003,Medium,July,7,97,Q3,4,29,+61 2 9495 8555,2067,S24_4258,3,Q3,NSW,Shipped,APAC,100,2003,2003,29
Australia,Souveniers And Things Co.,Medium,2003,Vintage Cars,Vintage Cars,7/16/2003,$0.00M,10139,$0.00M,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Souveniers And Things Co.,1,Souveniers And Things Co.,7/16/2003,Medium,July,7,99,Q3,5,30,+61 2 9495 8555,2067,S18_3320,3,Q3,NSW,Shipped,APAC,100,2003,2003,30
France,Reims Collectables,Medium,2003,Classic Cars,Classic Cars,7/10/2003,$0.01M,10137,$0.01M,59 rue de l'Abbaye,,Reims,Paul,Henriot,Reims Collectables,1,Reims Collectables,7/10/2003,Medium,July,7,141,Q3,4,31,26.47.1555,51100,S18_3685,3,Q3,,Shipped,EMEA,100,2003,2003,31
Finland,Suominen Souveniers,Medium,2003,Classic Cars,Classic Cars,8/1/2003,$0.00M,10141,$0.00M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,8/1/2003,Medium,August,8,118,Q3,1,40,+358 9 8045 555,FIN-02271,S24_4048,3,Q3,,Shipped,EMEA,94.62,2003,2003,40
Finland,Suominen Souveniers,Medium,2003,Classic Cars,Classic Cars,8/1/2003,$0.00M,10141,$0.00M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,8/1/2003,Medium,August,8,169,Q3,9,34,+358 9 8045 555,FIN-02271,S18_3232,3,Q3,,Shipped,EMEA,100,2003,2003,34
Finland,"Oulu Toy Supplies, Inc.",Medium,2003,Classic Cars,Classic Cars,9/21/2003,$0.00M,10151,$0.00M,Torikatu 38,,Oulu,Pirkko,Koskitalo,"Oulu Toy Supplies, Inc.",1,"Oulu Toy Supplies, Inc.",9/21/2003,Medium,September,9,169,Q3,7,21,981-443655,90110,S18_3232,3,Q3,,Shipped,EMEA,100,2003,2003,21
France,Lyon Souveniers,Medium,2003,Motorcycles,Motorcycles,7/1/2003,$0.00M,10134,$0.00M,27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,Lyon Souveniers,1,Lyon Souveniers,7/1/2003,Medium,July,7,112,Q3,3,35,+33 1 46 62 7555,75508,S24_1578,3,Q3,,Shipped,EMEA,93.54,2003,2003,35
France,Lyon Souveniers,Medium,2003,Motorcycles,Motorcycles,7/1/2003,$0.00M,10134,$0.00M,27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,Lyon Souveniers,1,Lyon Souveniers,7/1/2003,Medium,July,7,76,Q3,7,43,+33 1 46 62 7555,75508,S24_2000,3,Q3,,Shipped,EMEA,83.03,2003,2003,43
Spain,Euro Shopping Channel,Medium,2003,Ships,Ships,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Medium,September,9,100,Q3,2,50,(91) 555 94 44,28034,S700_3505,3,Q3,,Shipped,EMEA,88.15,2003,2003,50
Spain,Euro Shopping Channel,Medium,2003,Ships,Ships,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Medium,September,9,54,Q3,4,50,(91) 555 94 44,28034,S72_3212,3,Q3,,Shipped,EMEA,60.06,2003,2003,50
Spain,Euro Shopping Channel,Medium,2003,Ships,Ships,9/28/2003,$0.01M,10153,$0.01M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Medium,September,9,122,Q3,5,40,(91) 555 94 44,28034,S24_2011,3,Q3,,Shipped,EMEA,100,2003,2003,40
Finland,Suominen Souveniers,Medium,2003,Trucks&Buses,Trucks&Buses,8/1/2003,$0.01M,10141,$0.01M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,8/1/2003,Medium,August,8,115,Q3,3,44,+358 9 8045 555,FIN-02271,S50_1392,3,Q3,,Shipped,EMEA,100,2003,2003,44
Finland,"Oulu Toy Supplies, Inc.",Medium,2003,Trucks&Buses,Trucks&Buses,9/21/2003,$0.00M,10151,$0.00M,Torikatu 38,,Oulu,Pirkko,Koskitalo,"Oulu Toy Supplies, Inc.",1,"Oulu Toy Supplies, Inc.",9/21/2003,Medium,September,9,115,Q3,1,26,981-443655,90110,S50_1392,3,Q3,,Shipped,EMEA,100,2003,2003,26
Finland,"Oulu Toy Supplies, Inc.",Medium,2003,Trucks&Buses,Trucks&Buses,9/21/2003,$0.01M,10151,$0.01M,Torikatu 38,,Oulu,Pirkko,Koskitalo,"Oulu Toy Supplies, Inc.",1,"Oulu Toy Supplies, Inc.",9/21/2003,Medium,September,9,127,Q3,8,42,981-443655,90110,S24_2300,3,Q3,,Shipped,EMEA,100,2003,2003,42
Finland,"Oulu Toy Supplies, Inc.",Medium,2003,Trucks&Buses,Trucks&Buses,9/21/2003,$0.00M,10151,$0.00M,Torikatu 38,,Oulu,Pirkko,Koskitalo,"Oulu Toy Supplies, Inc.",1,"Oulu Toy Supplies, Inc.",9/21/2003,Medium,September,9,96,Q3,10,27,981-443655,90110,S32_1268,3,Q3,,Shipped,EMEA,100,2003,2003,27
Singapore,"Dragon Souveniers, Ltd.",Medium,2003,Trucks&Buses,Trucks&Buses,9/19/2003,$0.01M,10150,$0.01M,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,"Dragon Souveniers, Ltd.",1,"Dragon Souveniers, Ltd.",9/19/2003,Medium,September,9,121,Q3,2,49,+65 221 7555,79903,S18_4600,3,Q3,,Shipped,Japan,100,2003,2003,49
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,7/2/2003,$0.01M,10135,$0.01M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,7/2/2003,Medium,July,7,140,Q3,2,47,4155551450,97562,S24_3856,3,Q3,CA,Shipped,NA,100,2003,2003,47
US,Technics Stores Inc.,Medium,2003,Classic Cars,Classic Cars,7/24/2003,$0.00M,10140,$0.00M,9408 Furth Circle,,Burlingame,Juri,Hirano,Technics Stores Inc.,1,Technics Stores Inc.,7/24/2003,Medium,July,7,101,Q3,6,36,6505556809,94217,S700_2824,3,Q3,CA,Shipped,NA,100,2003,2003,36
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,7/2/2003,$0.01M,10135,$0.01M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,7/2/2003,Medium,July,7,146,Q3,9,42,4155551450,97562,S18_3482,3,Q3,CA,Shipped,NA,100,2003,2003,42
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,7/2/2003,$0.00M,10135,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,7/2/2003,Medium,July,7,80,Q3,10,45,4155551450,97562,S18_3278,3,Q3,CA,Shipped,NA,78,2003,2003,45
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,7/2/2003,$0.00M,10135,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,7/2/2003,Medium,July,7,148,Q3,12,31,4155551450,97562,S18_4721,3,Q3,CA,Shipped,NA,100,2003,2003,31
US,Mini Gifts Distributors Ltd.,Medium,2003,Classic Cars,Classic Cars,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,143,Q3,15,24,4155551450,97562,S18_4027,3,Q3,CA,Shipped,NA,100,2003,2003,24
US,Gift Ideas Corp.,Medium,2003,Classic Cars,Classic Cars,9/3/2003,$0.00M,10146,$0.00M,2440 Pompton St.,,Glendale,Dan,Lewis,Gift Ideas Corp.,1,Gift Ideas Corp.,9/3/2003,Medium,September,9,148,Q3,1,29,2035554407,97561,S18_4721,3,Q3,CT,Shipped,NA,100,2003,2003,29
US,Collectables For Less Inc.,Medium,2003,Classic Cars,Classic Cars,9/5/2003,$0.00M,10147,$0.00M,7825 Douglas Av.,,Brickhaven,Allen,Nelson,Collectables For Less Inc.,1,Collectables For Less Inc.,9/5/2003,Medium,September,9,146,Q3,9,37,6175558555,58339,S18_3482,3,Q3,MA,Shipped,NA,100,2003,2003,37
US,Collectables For Less Inc.,Medium,2003,Classic Cars,Classic Cars,9/5/2003,$0.00M,10147,$0.00M,7825 Douglas Av.,,Brickhaven,Allen,Nelson,Collectables For Less Inc.,1,Collectables For Less Inc.,9/5/2003,Medium,September,9,80,Q3,10,36,6175558555,58339,S18_3278,3,Q3,MA,Shipped,NA,86.04,2003,2003,36
US,Mini Gifts Distributors Ltd.,Medium,2003,Motorcycles,Motorcycles,7/2/2003,$0.00M,10135,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,7/2/2003,Medium,July,7,81,Q3,15,44,4155551450,97562,S50_4713,3,Q3,CA,Shipped,NA,96,2003,2003,44
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,81,Q3,2,38,6265557265,90003,S50_4713,3,Q3,CA,Shipped,NA,81.36,2003,2003,38
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,102,Q3,4,27,6265557265,90003,S32_4485,3,Q3,CA,Shipped,NA,100,2003,2003,27
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,112,Q3,7,43,6265557265,90003,S24_1578,3,Q3,CA,Shipped,NA,95.8,2003,2003,43
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,76,Q3,11,47,6265557265,90003,S24_2000,3,Q3,CA,Shipped,NA,83.03,2003,2003,47
US,Toys4GrownUps.com,Medium,2003,Motorcycles,Motorcycles,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,99,Q3,12,33,6265557265,90003,S32_1374,3,Q3,CA,Shipped,NA,93.9,2003,2003,33
US,Gift Ideas Corp.,Medium,2003,Motorcycles,Motorcycles,9/3/2003,$0.00M,10146,$0.00M,2440 Pompton St.,,Glendale,Dan,Lewis,Gift Ideas Corp.,1,Gift Ideas Corp.,9/3/2003,Medium,September,9,62,Q3,2,47,2035554407,97561,S18_3782,3,Q3,CT,Shipped,NA,67.14,2003,2003,47
US,Toys4GrownUps.com,Medium,2003,Planes,Planes,8/25/2003,$0.00M,10145,$0.00M,78934 Hillside Dr.,,Pasadena,Julie,Young,Toys4GrownUps.com,1,Toys4GrownUps.com,8/25/2003,Medium,August,8,109,Q3,16,40,6265557265,90003,S24_1785,3,Q3,CA,Shipped,NA,87.54,2003,2003,40
US,Mini Creations Ltd.,Medium,2003,Planes,Planes,8/10/2003,$0.00M,10143,$0.00M,4575 Hillside Dr.,,New Bedford,Wing C,Tam,Mini Creations Ltd.,1,Mini Creations Ltd.,8/10/2003,Medium,August,8,91,Q3,2,36,5085559555,50553,S700_1691,3,Q3,MA,Shipped,NA,100,2003,2003,36
US,Mini Gifts Distributors Ltd.,Medium,2003,Ships,Ships,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,99,Q3,4,38,4155551450,97562,S700_3962,3,Q3,CA,Shipped,NA,85.41,2003,2003,38
US,Mini Gifts Distributors Ltd.,Medium,2003,Ships,Ships,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,122,Q3,6,33,4155551450,97562,S24_2011,3,Q3,CA,Shipped,NA,100,2003,2003,33
US,Mini Gifts Distributors Ltd.,Medium,2003,Ships,Ships,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,86,Q3,9,43,4155551450,97562,S700_1938,3,Q3,CA,Shipped,NA,84.01,2003,2003,43
US,Mini Gifts Distributors Ltd.,Medium,2003,Trains,Trains,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,62,Q3,16,42,4155551450,97562,S32_3207,3,Q3,CA,Shipped,NA,74.57,2003,2003,42
US,Technics Stores Inc.,Medium,2003,Trucks&Buses,Trucks&Buses,7/24/2003,$0.01M,10140,$0.01M,9408 Furth Circle,,Burlingame,Juri,Hirano,Technics Stores Inc.,1,Technics Stores Inc.,7/24/2003,Medium,July,7,127,Q3,1,47,6505556809,94217,S24_2300,3,Q3,CA,Shipped,NA,100,2003,2003,47
US,Technics Stores Inc.,Medium,2003,Trucks&Buses,Trucks&Buses,7/24/2003,$0.00M,10140,$0.00M,9408 Furth Circle,,Burlingame,Juri,Hirano,Technics Stores Inc.,1,Technics Stores Inc.,7/24/2003,Medium,July,7,121,Q3,5,40,6505556809,94217,S18_4600,3,Q3,CA,Shipped,NA,100,2003,2003,40
US,Mini Gifts Distributors Ltd.,Medium,2003,Vintage Cars,Vintage Cars,8/8/2003,$0.00M,10142,$0.00M,5677 Strong St.,,San Rafael,Valarie,Nelson,Mini Gifts Distributors Ltd.,1,Mini Gifts Distributors Ltd.,8/8/2003,Medium,August,8,88,Q3,1,49,4155551450,97562,S24_3151,3,Q3,CA,Shipped,NA,98.25,2003,2003,49
US,Mini Creations Ltd.,Medium,2003,Vintage Cars,Vintage Cars,8/10/2003,$0.00M,10143,$0.00M,4575 Hillside Dr.,,New Bedford,Wing C,Tam,Mini Creations Ltd.,1,Mini Creations Ltd.,8/10/2003,Medium,August,8,105,Q3,12,34,5085559555,50553,S18_3856,3,Q3,MA,Shipped,NA,100,2003,2003,34
US,Signal Collectibles Ltd.,Medium,2003,Vintage Cars,Vintage Cars,9/12/2003,$0.00M,10149,$0.00M,2793 Furth Circle,,Brisbane,Sue,Taylor,Signal Collectibles Ltd.,1,Signal Collectibles Ltd.,9/12/2003,Medium,September,9,99,Q3,2,42,4155554312,94217,S18_3320,3,Q3,CA,Shipped,NA,94.25,2003,2003,42
Australia,"Australian Gift Network, Co",Small,2003,Classic Cars,Classic Cars,9/25/2003,$0.00M,10152,$0.00M,31 Duncan St. West End,,South Brisbane,Tony,Calaghan,"Australian Gift Network, Co",1,"Australian Gift Network, Co",9/25/2003,Small,September,9,118,Q3,3,23,61-7-3844-6555,4101,S24_4048,3,Q3,Queensland,Shipped,APAC,100,2003,2003,23
Australia,"Australian Gift Network, Co",Small,2003,Classic Cars,Classic Cars,9/25/2003,$0.00M,10152,$0.00M,31 Duncan St. West End,,South Brisbane,Tony,Calaghan,"Australian Gift Network, Co",1,"Australian Gift Network, Co",9/25/2003,Small,September,9,57,Q3,4,25,61-7-3844-6555,4101,S24_1444,3,Q3,Queensland,Shipped,APAC,65.31,2003,2003,25
Australia,"Anna's Decorations, Ltd",Small,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Small,September,9,71,Q3,2,29,02 9936 8555,2060,S18_4933,3,Q3,NSW,Shipped,APAC,81.25,2003,2003,29
Australia,"Anna's Decorations, Ltd",Small,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Small,September,9,90,Q3,4,21,02 9936 8555,2060,S24_2766,3,Q3,NSW,Shipped,APAC,73.6,2003,2003,21
Australia,"Anna's Decorations, Ltd",Small,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Small,September,9,85,Q3,5,31,02 9936 8555,2060,S24_3191,3,Q3,NSW,Shipped,APAC,73.62,2003,2003,31
Australia,"Anna's Decorations, Ltd",Small,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Small,September,9,73,Q3,6,25,02 9936 8555,2060,S24_1046,3,Q3,NSW,Shipped,APAC,60.26,2003,2003,25
Australia,"Anna's Decorations, Ltd",Small,2003,Classic Cars,Classic Cars,9/11/2003,$0.00M,10148,$0.00M,201 Miller Street,Level 15,North Sydney,Anna,O'Hara,"Anna's Decorations, Ltd",1,"Anna's Decorations, Ltd",9/11/2003,Small,September,9,50,Q3,8,47,02 9936 8555,2060,S24_1628,3,Q3,NSW,Shipped,APAC,56.85,2003,2003,47
Australia,"Australian Gift Network, Co",Small,2003,Trains,Trains,9/25/2003,$0.00M,10152,$0.00M,31 Duncan St. West End,,South Brisbane,Tony,Calaghan,"Australian Gift Network, Co",1,"Australian Gift Network, Co",9/25/2003,Small,September,9,62,Q3,2,33,61-7-3844-6555,4101,S32_3207,3,Q3,Queensland,Shipped,APAC,50.95,2003,2003,33
France,Reims Collectables,Small,2003,Classic Cars,Classic Cars,7/10/2003,$0.00M,10137,$0.00M,59 rue de l'Abbaye,,Reims,Paul,Henriot,Reims Collectables,1,Reims Collectables,7/10/2003,Small,July,7,50,Q3,1,26,26.47.1555,51100,S24_1628,3,Q3,,Shipped,EMEA,49.81,2003,2003,26
Finland,Suominen Souveniers,Small,2003,Classic Cars,Classic Cars,8/1/2003,$0.00M,10141,$0.00M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,8/1/2003,Small,August,8,57,Q3,2,20,+358 9 8045 555,FIN-02271,S24_1444,3,Q3,,Shipped,EMEA,54.33,2003,2003,20
Finland,Suominen Souveniers,Small,2003,Classic Cars,Classic Cars,8/1/2003,$0.00M,10141,$0.00M,"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Suominen Souveniers,1,Suominen Souveniers,8/1/2003,Small,August,8,35,Q3,6,21,+358 9 8045 555,FIN-02271,S24_2840,3,Q3,,Shipped,EMEA,42.43,2003,2003,21
Finland,"Oulu Toy Supplies, Inc.",Small,2003,Classic Cars,Classic Cars,9/21/2003,$0.00M,10151,$0.00M,Torikatu 38,,Oulu,Pirkko,Koskitalo,"Oulu Toy Supplies, Inc.",1,"Oulu Toy Supplies, Inc.",9/21/2003,Small,September,9,35,Q3,4,30,981-443655,90110,S24_2840,3,Q3,,Shipped,EMEA,40.31,2003,2003,30
Spain,Euro Shopping Channel,Small,2003,Ships,Ships,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Small,September,9,66,Q3,1,43,(91) 555 94 44,28034,S700_1138,3,Q3,,Shipped,EMEA,64.67,2003,2003,43
Spain,Euro Shopping Channel,Small,2003,Ships,Ships,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Small,September,9,99,Q3,3,20,(91) 555 94 44,28034,S700_3962,3,Q3,,Shipped,EMEA,100,2003,2003,20
Spain,Euro Shopping Channel,Small,2003,Ships,Ships,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Small,September,9,86,Q3,8,31,(91) 555 94 44,28034,S700_1938,3,Q3,,Shipped,EMEA,87.48,2003,2003,31
Spain,Euro Shopping Channel,Small,2003,Trains,Trains,9/28/2003,$0.00M,10153,$0.00M,"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Euro Shopping Channel,1,Euro Shopping Channel,9/28/2003,Small,September,9,100,Q3,9,29,(91) 555 94 44,28034,S18_3259,3,Q3,,Shipped,EMEA,88.74,2003,2003,29
